Time profiles of Raltegravir for Raltegravir 200 mg   (lactose formulation).;;;
;;;
Raltegravir [µg/l];;;
Time [h];5^{th} percentile;median;95^{th} percentile
28.5;5.36;9.01;15.9
28.8;5.28;8.82;15.6
29;5.21;8.64;15.2
29.3;5.14;8.46;14.9
29.5;5.06;8.28;14.7
29.8;4.98;8.11;14.4
30;4.89;7.96;14.1
30.3;4.8;7.81;13.8
30.5;4.71;7.64;13.6
30.8;4.64;7.48;13.3
31;4.56;7.32;13
31.3;4.49;7.19;12.7
31.5;4.42;7.07;12.5
31.8;4.35;6.94;12.3
32;4.28;6.82;12.1
32.3;4.21;6.7;11.8
32.5;4.14;6.59;11.6
32.8;4.08;6.48;11.4
33;4.01;6.36;11.2
33.3;3.95;6.24;11
33.5;3.89;6.15;10.8
33.8;3.82;6.06;10.6
34;3.76;5.95;10.4
34.3;3.7;5.84;10.2
34.5;3.64;5.73;10.1
34.8;3.59;5.63;9.88
35;3.53;5.53;9.7
35.3;3.47;5.42;9.53
35.5;3.41;5.31;9.36
35.8;3.35;5.21;9.19
36;3.29;5.11;9.03
36.3;3.23;5.02;8.87
36.5;3.18;4.94;8.71
36.8;3.12;4.85;8.56
37;3.06;4.77;8.41
37.3;3.01;4.69;8.26
37.5;2.96;4.62;8.12
37.8;2.9;4.55;7.97
38;2.85;4.47;7.83
38.3;2.8;4.39;7.69
38.5;2.75;4.32;7.56
38.8;2.7;4.24;7.43
39;2.66;4.17;7.3
39.3;2.61;4.1;7.16
39.5;2.56;4.02;7.02
39.8;2.52;3.95;6.89
40;2.47;3.88;6.76
40.3;2.43;3.81;6.63
40.5;2.39;3.74;6.52
40.8;2.35;3.67;6.41
41;2.3;3.6;6.3
41.3;2.26;3.54;6.19
41.5;2.22;3.47;6.09
41.8;2.18;3.41;5.99
42;2.14;3.35;5.89
42.3;2.11;3.29;5.79
42.5;2.07;3.23;5.69
42.8;2.03;3.17;5.59
43;2;3.12;5.5
43.3;1.96;3.07;5.41
43.5;1.93;3.01;5.32
43.8;1.89;2.96;5.22
44;1.86;2.91;5.13
44.3;1.82;2.86;5.04
44.5;1.79;2.81;4.95
44.8;1.76;2.76;4.87
45;1.73;2.71;4.78
45.3;1.7;2.67;4.7
45.5;1.67;2.62;4.62
45.8;1.64;2.57;4.54
46;1.61;2.53;4.44
46.3;1.58;2.48;4.34
46.5;1.55;2.44;4.24
46.8;1.52;2.4;4.14
47;1.5;2.36;4.04
47.3;1.47;2.31;3.96
47.5;1.44;2.27;3.88
47.8;1.42;2.23;3.8
48;1.39;2.19;3.74
