Time profiles of Raltegravir for Raltegravir 100 mg filmcoated tablet md for total simulation time range.;;;
;;;
Raltegravir [µg/l];;;
Time [h];5^{th} percentile;median;95^{th} percentile
58.5;25.6;45.2;84.3
58.8;24.9;43.8;81.5
59;24.2;42.5;78.8
59.3;23.6;41.3;76.2
59.5;23;40.1;73.9
59.8;22.4;39;71.6
60;21.8;37.9;69.4
60.3;143;330;812
60.5;431;827;1.34e+03
60.8;589;957;1.27e+03
61;589;857;1.14e+03
61.3;499;739;1.02e+03
61.5;426;622;925
61.8;353;530;815
62;296;460;726
62.3;252;398;643
62.5;215;345;577
62.8;184;303;514
63;159;268;467
63.3;140;240;426
63.5;123;217;394
63.8;110;197;363
64;98.8;179;338
64.3;89.4;164;315
64.5;81.4;150;291
64.8;74.5;138;270
65;68.6;128;252
65.3;63.6;119;236
65.5;59.4;111;221
65.8;55.8;103;207
66;52.5;96.6;195
66.3;49.6;90.4;184
66.5;47.1;86;173
66.8;44.8;81.7;164
67;42.7;78;155
67.3;40.8;74.4;147
67.5;39.1;71;140
67.8;37.4;67.6;133
68;36;64.8;127
68.3;34.6;62.4;121
68.5;33.4;60.3;116
68.8;32.2;58.2;111
69;31.1;56.3;106
69.3;30.1;54.3;102
69.5;29.2;52.2;98.2
69.8;28.3;50.3;94.5
70;27.4;48.5;91
70.3;26.6;46.9;87.8
70.5;25.9;45.4;84.7
70.8;25.2;44.1;81.9
71;24.5;42.8;79.2
71.3;23.8;41.5;76.7
71.5;23.2;40.3;74.3
71.8;22.6;39.2;72
72;22;38.1;69.8
72.3;144;331;812
72.5;431;827;1.34e+03
72.8;590;958;1.27e+03
73;589;857;1.15e+03
73.3;499;740;1.02e+03
73.5;426;622;924
73.8;353;531;814
74;296;461;726
74.3;252;399;643
74.5;215;346;578
74.8;184;303;515
75;159;269;468
75.3;140;240;426
75.5;124;217;395
75.8;110;197;363
76;99;179;338
76.3;89.6;164;315
76.5;81.6;150;291
76.8;74.7;138;271
77;68.8;128;252
77.3;63.8;119;236
77.5;59.6;111;221
77.8;55.9;104;207
78;52.6;96.8;195
78.3;49.8;90.7;184
78.5;47.2;86.2;173
78.8;44.9;81.8;164
79;42.8;78.1;155
79.3;40.9;74.6;147
79.5;39.2;71.2;140
79.8;37.6;67.8;133
80;36.1;65;127
80.3;34.7;62.6;121
80.5;33.5;60.4;116
80.8;32.3;58.3;111
81;31.2;56.4;107
81.3;30.2;54.4;102
81.5;29.3;52.4;98.4
81.8;28.4;50.5;94.7
82;27.5;48.7;91.2
82.3;26.7;47;88
82.5;26;45.5;84.9
82.8;25.3;44.2;82.1
83;24.6;42.9;79.4
83.3;23.9;41.7;76.8
83.5;23.3;40.5;74.4
83.8;22.7;39.3;72.1
84;22.1;38.2;70
84.3;144;331;812
84.5;432;827;1.34e+03
84.8;590;958;1.27e+03
85;589;857;1.15e+03
85.3;499;739;1.02e+03
85.5;426;622;924
85.8;354;531;814
86;296;461;726
86.3;252;399;643
86.5;215;346;578
86.8;184;304;515
87;160;269;468
87.3;140;240;426
87.5;124;217;395
87.8;110;197;363
88;99.1;179;338
88.3;89.7;164;315
88.5;81.7;150;292
88.8;74.8;138;271
89;68.9;128;252
89.3;63.8;119;236
89.5;59.6;111;221
89.8;55.9;104;208
90;52.7;96.8;195
90.3;49.8;90.8;184
90.5;47.2;86.3;174
90.8;44.9;81.8;164
91;42.9;78.2;155
91.3;41;74.6;148
91.5;39.3;71.3;140
91.8;37.6;67.9;133
92;36.2;65.1;127
92.3;34.8;62.6;122
92.5;33.5;60.5;116
92.8;32.4;58.4;111
93;31.3;56.5;107
93.3;30.3;54.5;102
93.5;29.3;52.4;98.4
93.8;28.4;50.5;94.7
94;27.6;48.7;91.3
94.3;26.8;47;88
94.5;26;45.6;85
94.8;25.3;44.2;82.1
95;24.6;43;79.4
95.3;24;41.7;76.9
95.5;23.3;40.5;74.5
95.8;22.7;39.4;72.2
96;22.2;38.3;70
96.3;144;331;812
96.5;432;827;1.34e+03
96.8;590;958;1.27e+03
97;589;857;1.15e+03
97.3;499;739;1.02e+03
97.5;426;622;925
97.8;354;530;815
98;296;461;727
98.3;252;399;644
98.5;215;346;578
98.8;184;304;515
99;160;269;468
99.3;140;241;427
99.5;124;217;395
99.8;110;197;364
100;99.2;179;339
100;89.7;164;316
101;81.7;150;292
101;74.9;138;271
101;69;128;252
101;63.9;119;236
102;59.7;111;221
102;56;104;208
102;52.7;96.9;195
102;49.8;90.8;184
103;47.3;86.3;174
103;45;81.8;164
103;42.9;78.2;156
103;41;74.6;148
104;39.3;71.3;140
104;37.7;68;134
104;36.2;65.1;127
104;34.8;62.7;122
105;33.6;60.5;116
105;32.4;58.4;111
105;31.3;56.5;107
105;30.3;54.5;102
106;29.3;52.5;98.5
106;28.4;50.5;94.8
106;27.6;48.8;91.3
106;26.8;47.1;88.1
107;26;45.6;85
107;25.3;44.3;82.2
107;24.6;43;79.5
107;24;41.7;76.9
108;23.4;40.5;74.5
108;22.8;39.4;72.2
108;22.2;38.3;70.1
108;144;331;812
109;432;827;1.34e+03
109;590;958;1.27e+03
109;589;857;1.15e+03
109;499;739;1.02e+03
110;426;622;925
110;354;530;814
110;296;461;727
110;252;399;644
111;215;346;578
111;184;304;515
111;160;269;468
111;140;241;427
112;124;217;395
112;110;197;364
112;99.2;179;338
112;89.7;164;316
113;81.7;150;292
113;74.9;138;271
113;69;128;252
113;63.8;119;236
114;59.6;111;221
114;56;104;208
114;52.7;96.9;195
114;49.8;90.8;184
115;47.3;86.4;174
115;45;81.9;164
115;42.9;78.2;156
115;41;74.7;148
116;39.3;71.3;140
116;37.7;68;134
116;36.2;65.2;127
116;34.8;62.7;122
117;33.6;60.5;116
117;32.4;58.4;111
117;31.3;56.5;107
117;30.3;54.5;102
118;29.4;52.5;98.5
118;28.5;50.6;94.8
118;27.6;48.8;91.3
118;26.8;47.1;88.1
119;26.1;45.6;85
119;25.3;44.3;82.2
119;24.7;43;79.5
119;24;41.7;76.9
120;23.4;40.5;74.5
120;22.8;39.4;72.3
120;22.2;38.3;70.1
120;144;331;812
121;432;827;1.34e+03
121;590;958;1.27e+03
121;589;857;1.15e+03
121;499;739;1.02e+03
122;426;622;925
122;354;531;814
122;296;461;727
122;252;399;644
123;215;346;578
123;184;304;515
123;160;269;468
123;140;241;427
124;124;217;395
124;110;197;364
124;99.2;179;338
124;89.8;164;316
125;81.7;150;292
125;74.9;138;271
125;69;128;252
125;63.9;120;236
126;59.7;111;221
126;56;104;208
126;52.7;96.9;195
126;49.8;90.9;184
127;47.3;86.4;174
127;45;81.9;164
127;42.9;78.2;156
127;41;74.7;148
128;39.3;71.3;140
128;37.7;68;134
128;36.2;65.2;127
128;34.8;62.7;122
129;33.6;60.5;116
129;32.4;58.4;111
129;31.3;56.5;107
129;30.3;54.6;102
130;29.4;52.5;98.5
130;28.5;50.6;94.8
130;27.6;48.8;91.4
130;26.8;47.1;88.1
131;26.1;45.6;85.1
131;25.3;44.3;82.2
131;24.7;43;79.5
131;24;41.8;77
132;23.4;40.5;74.6
132;22.8;39.4;72.3
132;22.2;38.3;70.1
132;144;331;813
133;432;827;1.34e+03
133;590;958;1.27e+03
133;589;857;1.15e+03
133;499;740;1.02e+03
134;426;622;925
134;354;530;815
134;296;461;727
134;252;399;644
135;215;346;578
135;184;304;515
135;160;269;468
135;140;241;427
136;124;217;395
136;110;197;363
136;99.2;179;338
136;89.8;164;316
137;81.7;150;292
137;74.9;138;271
137;69;128;252
137;63.9;120;236
138;59.7;111;221
138;56;104;208
138;52.7;96.9;195
138;49.8;90.9;184
139;47.3;86.4;174
139;45;81.9;164
139;42.9;78.3;156
139;41;74.7;148
140;39.3;71.3;140
140;37.7;68;134
140;36.2;65.2;127
140;34.8;62.7;122
141;33.6;60.5;116
141;32.4;58.4;111
141;31.3;56.5;107
141;30.3;54.6;103
142;29.4;52.5;98.5
142;28.5;50.6;94.8
142;27.6;48.8;91.4
142;26.8;47.1;88.1
143;26.1;45.6;85.1
143;25.3;44.3;82.2
143;24.7;43;79.5
143;24;41.8;77
144;23.4;40.6;74.6
144;22.8;39.4;72.3
144;22.2;38.3;70.1
144;144;331;812
145;432;827;1.34e+03
145;590;958;1.27e+03
145;589;858;1.15e+03
145;499;739;1.02e+03
146;426;622;925
146;354;531;815
146;296;461;727
146;252;399;644
147;215;346;578
147;184;304;515
147;160;269;468
147;140;241;427
148;124;217;395
148;110;197;363
148;99.2;179;338
148;89.8;164;315
149;81.7;150;292
149;74.9;138;271
149;69;128;252
149;63.9;120;236
150;59.7;111;221
150;56;104;208
150;52.7;96.9;195
150;49.9;90.9;184
151;47.3;86.4;174
151;45;81.9;164
151;42.9;78.2;156
151;41;74.7;148
152;39.3;71.4;140
152;37.7;68.1;134
152;36.2;65.2;127
152;34.9;62.7;122
153;33.6;60.5;116
153;32.4;58.4;111
153;31.3;56.5;107
153;30.3;54.6;103
154;29.4;52.5;98.5
154;28.5;50.6;94.8
154;27.6;48.8;91.4
154;26.8;47.1;88.1
155;26.1;45.7;85.1
155;25.4;44.3;82.2
155;24.7;43;79.5
155;24;41.8;77
156;23.4;40.6;74.6
156;22.8;39.4;72.3
156;22.2;38.3;70.1
156;144;331;812
157;432;827;1.34e+03
157;590;958;1.27e+03
157;589;858;1.15e+03
157;499;739;1.02e+03
158;426;623;925
158;354;530;814
158;296;461;727
158;252;399;644
159;215;346;578
159;184;304;515
159;160;269;468
159;140;241;427
160;124;217;395
160;110;197;364
160;99.2;179;338
160;89.8;164;316
161;81.7;150;292
161;74.9;138;271
161;69;128;252
161;63.9;120;236
162;59.7;111;221
162;56;104;208
162;52.7;96.9;195
162;49.9;90.9;184
163;47.3;86.4;174
163;45;81.9;164
163;42.9;78.2;156
163;41;74.7;148
164;39.3;71.4;140
164;37.7;68.1;134
164;36.2;65.2;127
164;34.9;62.7;122
165;33.6;60.5;116
165;32.4;58.4;111
165;31.3;56.6;107
165;30.3;54.6;103
166;29.4;52.5;98.6
166;28.5;50.6;94.8
166;27.6;48.8;91.4
166;26.8;47.1;88.1
167;26.1;45.7;85.1
167;25.4;44.3;82.2
167;24.7;43;79.5
167;24;41.8;77
168;23.4;40.6;74.6
168;22.8;39.4;72.3
168;22.2;38.3;70.1
168;144;331;812
169;432;828;1.34e+03
169;590;958;1.27e+03
169;589;857;1.15e+03
169;499;739;1.02e+03
170;426;623;925
170;354;530;815
170;296;461;727
170;252;399;644
171;215;346;578
171;184;304;515
171;160;269;468
171;140;241;427
172;124;217;395
172;110;197;364
172;99.2;179;338
172;89.8;164;316
173;81.8;150;292
173;74.9;138;271
173;69;128;252
173;63.9;120;236
174;59.7;111;221
174;56;104;208
174;52.7;97;195
174;49.9;90.9;184
175;47.3;86.4;174
175;45;81.9;164
175;42.9;78.2;156
175;41;74.7;148
176;39.3;71.4;140
176;37.7;68.1;134
176;36.2;65.2;127
176;34.9;62.7;122
177;33.6;60.5;116
177;32.4;58.4;111
177;31.3;56.6;107
177;30.3;54.6;103
178;29.4;52.5;98.6
178;28.5;50.6;94.9
178;27.6;48.8;91.4
178;26.8;47.2;88.1
179;26.1;45.7;85.1
179;25.4;44.3;82.2
179;24.7;43;79.5
179;24;41.8;77
180;23.4;40.6;74.6
180;22.8;39.4;72.3
180;22.2;38.3;70.2
180;144;331;812
181;431;828;1.34e+03
181;590;959;1.27e+03
181;589;857;1.15e+03
181;499;740;1.02e+03
182;426;623;925
182;354;530;814
182;296;461;727
182;252;399;644
183;215;346;578
183;184;304;515
183;160;269;468
183;140;241;427
184;124;217;395
184;110;197;364
184;99.2;179;338
184;89.8;164;316
185;81.8;150;292
185;74.9;138;271
185;69;128;252
185;63.9;120;236
186;59.7;111;221
186;56;104;208
186;52.7;96.9;195
186;49.9;90.9;184
187;47.3;86.4;174
187;45;81.9;164
187;42.9;78.2;156
187;41;74.7;148
188;39.3;71.4;140
188;37.7;68.1;134
188;36.2;65.2;127
188;34.9;62.7;122
189;33.6;60.5;116
189;32.4;58.4;111
189;31.3;56.6;107
189;30.3;54.6;103
190;29.4;52.5;98.6
190;28.5;50.6;94.9
190;27.6;48.8;91.4
190;26.8;47.2;88.2
191;26.1;45.7;85.1
191;25.4;44.3;82.2
191;24.7;43;79.6
191;24;41.8;77
192;23.4;40.6;74.6
192;22.8;39.4;72.3
192;22.2;38.4;70.2
192;144;331;812
193;432;828;1.34e+03
193;590;958;1.27e+03
193;589;857;1.15e+03
193;499;739;1.02e+03
194;426;623;924
194;354;530;814
194;296;461;727
194;252;399;644
195;215;346;578
195;184;304;515
195;160;269;468
195;140;241;427
196;124;217;395
196;110;197;363
196;99.2;179;338
196;89.8;164;315
197;81.8;150;292
197;74.9;138;271
197;69;128;252
197;63.9;120;236
198;59.7;111;221
198;56;104;208
198;52.7;96.9;195
198;49.9;90.9;184
199;47.3;86.4;174
199;45;81.9;164
199;42.9;78.3;156
199;41;74.7;148
200;39.3;71.4;140
200;37.7;68.1;134
200;36.2;65.2;127
200;34.9;62.8;122
201;33.6;60.5;116
201;32.4;58.4;111
201;31.4;56.6;107
201;30.3;54.6;103
202;29.4;52.5;98.6
202;28.5;50.6;94.9
202;27.6;48.9;91.4
202;26.8;47.2;88.2
203;26.1;45.7;85.1
203;25.4;44.3;82.3
203;24.7;43;79.6
203;24;41.8;77
204;23.4;40.6;74.6
204;22.8;39.4;72.3
204;22.2;38.4;70.2
204;144;331;812
205;432;827;1.34e+03
205;590;959;1.27e+03
205;589;857;1.15e+03
205;499;739;1.02e+03
206;426;622;925
206;354;530;814
206;296;461;727
206;252;399;644
207;215;346;578
207;184;304;515
207;160;269;468
207;140;241;427
208;124;217;395
208;110;197;363
208;99.2;179;338
208;89.8;164;316
209;81.8;150;292
209;74.9;138;271
209;69;128;252
209;63.9;120;236
210;59.7;111;221
210;56;104;208
210;52.7;96.9;195
210;49.9;90.9;184
211;47.3;86.4;174
211;45;81.9;164
211;42.9;78.3;156
211;41;74.7;148
212;39.3;71.4;140
212;37.7;68.1;134
212;36.2;65.2;127
212;34.9;62.7;122
213;33.6;60.5;116
213;32.4;58.4;111
213;31.4;56.6;107
213;30.3;54.6;103
214;29.4;52.6;98.6
214;28.5;50.6;94.9
214;27.6;48.9;91.4
214;26.8;47.2;88.2
215;26.1;45.7;85.1
215;25.4;44.3;82.3
215;24.7;43.1;79.6
215;24;41.8;77
216;23.4;40.6;74.6
216;22.8;39.5;72.3
216;22.2;38.4;70.2
216;24.2;42.5;75.8
216;34.4;75.5;152
216;60.1;136;345
216;96.8;225;583
216;144;331;812
216;199;446;993
216;258;556;1.15e+03
216;318;668;1.25e+03
216;376;760;1.31e+03
217;432;828;1.34e+03
217;476;864;1.33e+03
217;515;914;1.31e+03
217;549;943;1.31e+03
217;572;951;1.3e+03
217;590;958;1.27e+03
217;603;944;1.24e+03
217;605;925;1.22e+03
217;596;905;1.21e+03
217;593;883;1.18e+03
217;589;857;1.15e+03
217;571;836;1.12e+03
217;562;808;1.09e+03
217;537;783;1.06e+03
217;515;763;1.04e+03
217;499;739;1.02e+03
217;487;717;1e+03
217;475;692;982
217;459;668;964
217;443;647;946
218;426;623;924
218;410;600;901
218;395;579;879
218;380;563;857
218;367;546;835
218;354;530;814
218;341;515;793
218;329;500;774
218;318;486;758
218;307;473;742
218;296;461;727
218;287;448;710
218;277;435;693
218;268;423;675
218;260;411;659
218;252;399;644
218;244;388;630
218;237;376;617
218;230;366;604
218;222;355;591
219;215;346;578
219;208;337;565
219;202;328;552
219;196;319;539
219;190;311;527
219;184;304;515
219;179;297;503
219;174;290;494
219;169;282;485
219;164;275;477
219;160;269;468
219;155;263;460
219;151;257;452
219;147;251;444
219;144;246;435
219;140;241;427
219;136;235;420
219;133;230;413
219;130;226;407
219;127;221;401
220;124;217;395
220;121;213;389
220;118;209;382
220;115;205;375
220;113;201;369
220;110;197;363
220;108;193;358
220;106;190;353
220;103;186;348
220;101;182;343
220;99.2;179;338
220;97.2;176;334
220;95.2;173;329
220;93.4;170;325
220;91.5;167;320
220;89.8;164;316
220;88.1;161;311
220;86.4;158;306
220;84.8;155;301
220;83.3;152;296
221;81.8;150;292
221;80.3;148;287
221;78.9;145;283
221;77.5;143;279
221;76.2;141;275
221;74.9;138;271
221;73.6;136;267
221;72.4;134;263
221;71.3;132;259
221;70.1;130;256
221;69;128;252
221;67.9;126;249
221;66.9;125;246
221;65.8;123;242
221;64.8;121;239
221;63.9;120;236
221;63;118;233
221;62.1;116;230
221;61.3;115;227
221;60.5;113;224
222;59.7;111;221
222;58.9;110;218
222;58.1;108;216
222;57.4;107;213
222;56.7;105;210
222;56;104;208
222;55.3;102;205
222;54.7;101;203
222;54;99.7;200
222;53.4;98.3;198
222;52.7;96.9;195
222;52.1;95.6;193
222;51.6;94.3;191
222;51;93.1;188
222;50.4;91.9;186
222;49.9;90.9;184
222;49.3;90;182
222;48.8;89.1;180
222;48.3;88.2;178
222;47.8;87.4;176
223;47.3;86.4;174
223;46.8;85.4;172
223;46.4;84.5;170
223;45.9;83.6;168
223;45.4;82.7;166
223;45;81.9;164
223;44.6;81.2;163
223;44.1;80.4;161
223;43.7;79.7;159
223;43.3;79;157
223;42.9;78.3;156
223;42.5;77.5;154
223;42.2;76.8;152
223;41.8;76.1;151
223;41.4;75.4;149
223;41;74.7;148
223;40.7;74;146
223;40.3;73.4;145
223;40;72.7;143
223;39.7;72.1;142
224;39.3;71.4;140
224;39;70.7;139
224;38.7;70.1;138
224;38.3;69.4;136
224;38;68.7;135
224;37.7;68.1;134
224;37.4;67.4;132
224;37.1;66.8;131
224;36.8;66.3;130
224;36.5;65.7;129
224;36.2;65.2;127
224;35.9;64.7;126
224;35.7;64.2;125
224;35.4;63.7;124
224;35.1;63.2;123
224;34.9;62.7;122
224;34.6;62.3;121
224;34.4;61.8;119
224;34.1;61.4;118
224;33.9;61;117
225;33.6;60.5;116
225;33.4;60.1;115
225;33.1;59.7;114
225;32.9;59.2;113
225;32.7;58.8;112
225;32.4;58.4;111
225;32.2;58.1;110
225;32;57.7;110
225;31.8;57.3;109
225;31.6;57;108
225;31.4;56.6;107
225;31.1;56.2;106
225;30.9;55.8;105
225;30.7;55.4;104
225;30.5;55;103
225;30.3;54.6;103
225;30.1;54.2;102
225;30;53.8;101
225;29.8;53.4;100
225;29.6;52.9;99.4
226;29.4;52.5;98.6
226;29.2;52.2;97.8
226;29;51.8;97.1
226;28.8;51.4;96.3
226;28.7;51;95.6
226;28.5;50.6;94.9
226;28.3;50.3;94.2
226;28.1;49.9;93.5
226;28;49.6;92.8
226;27.8;49.2;92.1
226;27.6;48.9;91.4
226;27.5;48.5;90.8
226;27.3;48.2;90.1
226;27.2;47.8;89.5
226;27;47.5;88.8
226;26.8;47.2;88.2
226;26.7;46.9;87.6
226;26.5;46.6;86.9
226;26.4;46.3;86.3
226;26.2;46;85.7
227;26.1;45.7;85.1
227;25.9;45.4;84.5
227;25.8;45.1;84
227;25.7;44.9;83.4
227;25.5;44.6;82.8
227;25.4;44.3;82.3
227;25.2;44.1;81.7
227;25.1;43.8;81.2
227;25;43.6;80.6
227;24.8;43.3;80.1
227;24.7;43.1;79.6
227;24.5;42.8;79.1
227;24.4;42.6;78.5
227;24.3;42.3;78
227;24.2;42;77.5
227;24;41.8;77
227;23.9;41.6;76.5
227;23.8;41.3;76
227;23.7;41.1;75.6
227;23.5;40.8;75.1
228;23.4;40.6;74.6
228;23.3;40.4;74.2
228;23.2;40.1;73.7
228;23;39.9;73.2
228;22.9;39.7;72.8
228;22.8;39.5;72.3
228;22.7;39.2;71.9
228;22.6;39;71.5
228;22.5;38.8;71
228;22.4;38.6;70.6
228;22.2;38.4;70.2
228;24.2;42.5;75.8
228;34.4;75.5;152
228;60.2;136;345
228;96.9;225;583
228;144;331;812
228;199;446;993
228;258;556;1.15e+03
228;318;669;1.25e+03
228;376;760;1.31e+03
229;432;827;1.34e+03
229;476;864;1.33e+03
229;515;914;1.31e+03
229;549;944;1.31e+03
229;572;951;1.3e+03
229;590;959;1.27e+03
229;603;944;1.24e+03
229;605;924;1.22e+03
229;596;905;1.21e+03
229;593;884;1.18e+03
229;589;857;1.15e+03
229;571;836;1.12e+03
229;562;808;1.09e+03
229;537;783;1.06e+03
229;515;763;1.04e+03
229;499;739;1.02e+03
229;487;717;1e+03
229;475;692;983
229;459;668;965
229;443;647;947
230;426;622;925
230;410;600;902
230;395;580;879
230;380;563;857
230;367;547;836
230;354;531;815
230;341;515;794
230;329;501;775
230;318;487;758
230;307;473;742
230;296;461;727
230;286;448;711
230;277;435;693
230;268;423;676
230;260;411;659
230;252;399;644
230;244;387;630
230;237;376;617
230;230;366;604
230;222;355;591
231;215;346;578
231;208;337;565
231;202;328;552
231;196;319;539
231;190;311;527
231;184;304;515
231;179;297;504
231;174;290;494
231;169;282;485
231;164;275;477
231;160;269;468
231;155;263;460
231;151;257;452
231;147;251;444
231;144;246;435
231;140;241;427
231;137;235;420
231;133;230;413
231;130;226;407
231;127;221;401
