Time profiles of Raltegravir for Raltegravir 1600 mg  (lactose formulation).;;;
;;;
Raltegravir [µg/l];;;
Time [h];5^{th} percentile;median;95^{th} percentile
57;5.7;9.53;18.2
57.3;5.59;9.36;17.9
57.5;5.48;9.18;17.6
57.8;5.38;9.01;17.4
58;5.28;8.85;17.1
58.3;5.18;8.68;16.6
58.5;5.08;8.51;16.2
58.8;4.98;8.32;15.8
59;4.89;8.17;15.5
59.3;4.8;7.99;15.3
59.5;4.71;7.79;15
59.8;4.62;7.64;14.8
60;4.53;7.5;14.5
60.3;4.45;7.36;14.3
60.5;4.36;7.22;14
60.8;4.28;7.09;13.8
61;4.2;6.96;13.5
61.3;4.12;6.82;13.3
61.5;4.05;6.68;13.1
61.8;3.97;6.55;12.8
62;3.9;6.42;12.6
62.3;3.82;6.29;12.4
62.5;3.75;6.16;12.2
62.8;3.68;6.04;12
63;3.61;5.92;11.8
63.3;3.55;5.8;11.6
63.5;3.48;5.68;11.4
63.8;3.41;5.57;11.2
64;3.35;5.47;11
64.3;3.29;5.37;10.8
64.5;3.23;5.27;10.6
64.8;3.17;5.17;10.4
65;3.11;5.08;10.2
65.3;3.05;4.99;10
65.5;2.99;4.9;9.86
65.8;2.94;4.81;9.69
66;2.88;4.72;9.52
66.3;2.83;4.63;9.35
66.5;2.78;4.55;9.19
66.8;2.73;4.46;9.03
67;2.68;4.38;8.87
67.3;2.63;4.3;8.71
67.5;2.58;4.22;8.56
67.8;2.53;4.15;8.41
68;2.49;4.07;8.26
68.3;2.44;4;8.11
68.5;2.4;3.92;7.97
68.8;2.35;3.85;7.83
69;2.31;3.78;7.69
69.3;2.27;3.71;7.56
69.5;2.23;3.65;7.43
69.8;2.18;3.58;7.29
70;2.14;3.52;7.17
70.3;2.11;3.45;7.04
70.5;2.07;3.39;6.92
70.8;2.03;3.32;6.79
71;1.99;3.26;6.67
71.3;1.96;3.2;6.56
71.5;1.92;3.14;6.44
71.8;1.89;3.09;6.33
72;1.85;3.03;6.22
