Time profiles of Raltegravir for Raltegravir 200 mg filmcoated tablet md for total simulation time range.;;;
;;;
Raltegravir [µg/l];;;
Time [h];5^{th} percentile;median;95^{th} percentile
22.8;39.4;75.3;145
23;38.1;73;140
23.3;37;70.9;135
23.5;35.8;68.8;130
23.8;34.8;66.9;126
24;33.8;65.1;123
24.3;282;654;1.62e+03
24.5;867;1.67e+03;2.71e+03
24.8;1.19e+03;1.94e+03;2.57e+03
25;1.19e+03;1.73e+03;2.3e+03
25.3;1.01e+03;1.49e+03;2.05e+03
25.5;862;1.24e+03;1.85e+03
25.8;708;1.05e+03;1.63e+03
26;594;916;1.45e+03
26.3;504;795;1.28e+03
26.5;429;687;1.15e+03
26.8;366;603;1.02e+03
27;317;533;928
27.3;276;477;844
27.5;243;430;781
27.8;216;390;711
28;193;352;649
28.3;174;320;594
28.5;158;292;555
28.8;144;270;521
29;133;250;493
29.3;123;231;463
29.5;115;215;433
29.8;108;201;406
30;102;187;381
30.3;95.9;176;359
30.5;90.9;166;338
30.8;86.4;157;319
31;82.1;150;302
31.3;78.3;143;286
31.5;74.8;137;272
31.8;71.6;131;258
32;68.7;125;246
32.3;65.9;120;234
32.5;63.1;116;224
32.8;60.5;111;214
33;58.1;107;205
33.3;55.9;103;197
33.5;53.9;99.3;189
33.8;52;95.5;181
34;50.2;91.9;175
34.3;48.5;88.7;168
34.5;47;85.7;162
34.8;45.6;83;157
35;44.2;80.4;151
35.3;42.9;78.1;146
35.5;41.7;75.8;142
35.8;40.6;73.7;137
36;39.6;71.7;133
36.3;287;661;1.63e+03
36.5;873;1.68e+03;2.71e+03
36.8;1.19e+03;1.95e+03;2.58e+03
37;1.19e+03;1.74e+03;2.31e+03
37.3;1.01e+03;1.5e+03;2.06e+03
37.5;866;1.25e+03;1.86e+03
37.8;712;1.06e+03;1.64e+03
38;598;921;1.46e+03
38.3;508;801;1.29e+03
38.5;434;693;1.16e+03
38.8;371;608;1.03e+03
39;321;538;936
39.3;281;482;854
39.5;248;435;791
39.8;221;394;720
40;198;356;658
40.3;179;325;603
40.5;162;298;562
40.8;148;275;528
41;136;254;500
41.3;127;235;470
41.5;118;219;440
41.8;111;205;413
42;105;192;388
42.3;99.2;180;365
42.5;94.1;170;345
42.8;89.5;161;326
43;85.2;155;308
43.3;81.3;147;292
43.5;77.8;141;278
43.8;74.6;135;264
44;71.6;129;252
44.3;68.8;124;240
44.5;66.3;120;230
44.8;64;116;220
45;61.6;111;211
45.3;59.3;107;202
45.5;57.2;103;194
45.8;55.3;99.5;187
46;53.5;95.9;180
46.3;51.8;92.6;173
46.5;50.2;89.5;167
46.8;48.7;86.7;162
47;47.3;84.1;156
47.3;46;81.6;151
47.5;44.7;79.2;146
47.8;43.6;77;142
48;42.5;74.9;138
48.3;290;665;1.63e+03
48.5;875;1.68e+03;2.72e+03
48.8;1.19e+03;1.95e+03;2.58e+03
49;1.19e+03;1.74e+03;2.31e+03
49.3;1.01e+03;1.5e+03;2.06e+03
49.5;868;1.25e+03;1.86e+03
49.8;714;1.06e+03;1.64e+03
50;601;923;1.46e+03
50.3;510;803;1.3e+03
50.5;436;695;1.16e+03
50.8;374;611;1.04e+03
51;324;541;941
51.3;283;485;859
51.5;250;438;795
51.8;223;396;725
52;200;359;662
52.3;181;328;607
52.5;164;300;565
52.8;150;277;531
53;138;256;502
53.3;128;238;473
53.5;120;221;443
53.8;113;207;416
54;106;193;391
54.3;101;182;368
54.5;95.4;172;348
54.8;90.8;162;329
55;86.7;156;311
55.3;82.7;150;295
55.5;79.2;142;280
55.8;75.9;136;267
56;72.9;131;254
56.3;70.2;126;243
56.5;67.6;121;232
56.8;65.2;117;222
57;63;113;213
57.3;60.9;109;204
57.5;58.8;105;196
57.8;56.8;101;189
58;55;97.5;182
58.3;53.3;94.1;175
58.5;51.6;91;169
58.8;50.1;88.1;164
59;48.7;85.4;158
59.3;47.4;82.9;153
59.5;46.1;80.5;148
59.8;44.9;78.2;144
60;43.8;76.1;139
60.3;292;667;1.63e+03
60.5;876;1.68e+03;2.72e+03
60.8;1.2e+03;1.95e+03;2.59e+03
61;1.19e+03;1.74e+03;2.32e+03
61.3;1.01e+03;1.5e+03;2.06e+03
61.5;870;1.25e+03;1.87e+03
61.8;715;1.06e+03;1.64e+03
62;602;924;1.47e+03
62.3;511;804;1.3e+03
62.5;437;696;1.17e+03
62.8;375;611;1.04e+03
63;325;541;943
63.3;284;486;861
63.5;251;439;797
63.8;224;397;726
64;201;359;663
64.3;182;329;608
64.5;165;301;567
64.8;151;278;532
65;139;257;504
65.3;129;238;474
65.5;120;222;444
65.8;113;208;417
66;107;194;392
66.3;101;183;370
66.5;96;172;349
66.8;91.4;164;330
67;87.2;158;312
67.3;83.4;150;296
67.5;79.8;143;281
67.8;76.5;137;268
68;73.5;131;255
68.3;70.8;126;244
68.5;68.2;121;233
68.8;65.8;118;223
69;63.6;114;214
69.3;61.5;109;205
69.5;59.5;105;197
69.8;57.5;102;190
70;55.6;98.1;183
70.3;53.9;94.7;176
70.5;52.3;91.6;170
70.8;50.8;88.7;164
71;49.3;86;159
71.3;48;83.4;154
71.5;46.7;81;149
